"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Strelitzia reginae";"Carlton Gardens South";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";33,1161767576705
"Strelitzia reginae";"Carlton Gardens South";"Ficus macrophylla";"Lincoln Square";"Herbivory";6,18004560577175
"Strelitzia reginae";"Carlton Gardens South";"Ficus macrophylla";"Princes Park";"Herbivory";14,3196381443684
"Strelitzia reginae";"Carlton Gardens South";"Ficus macrophylla";"Royal Park";"Herbivory";51,8703241000336
"Strelitzia reginae";"Carlton Gardens South";"Fraxinus angustifolia";"Princes Park";"Herbivory";42,9589144331053
"Strelitzia reginae";"Carlton Gardens South";"Goodenia ovata";"Royal Park";"Herbivory";51,8703241000336
"Strelitzia reginae";"Carlton Gardens South";"Goodenia ovata";"Westgate Park";"Herbivory";2,4751786475272
"Strelitzia reginae";"Carlton Gardens South";"Hakea sp.";"Royal Park";"Herbivory";103,740648200067
"Strelitzia reginae";"Carlton Gardens South";"Hakea sp.";"Westgate Park";"Herbivory";4,12529774587866
"Strelitzia reginae";"Carlton Gardens South";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";99,3485302730116
"Strelitzia reginae";"Carlton Gardens South";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";24,8371325682529
"Strelitzia reginae";"Carlton Gardens South";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";19,8697060546023
"Strelitzia reginae";"Carlton Gardens South";"Iris albicans";"Carlton Gardens South";"Herbivory";35,3333333333333
"Strelitzia reginae";"Carlton Gardens South";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";35,3333333333333
"Strelitzia reginae";"Carlton Gardens South";"Kunzea leptospermoides";"Royal Park";"Herbivory";51,8703241000336
"Strelitzia reginae";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Herbivory";6,18794661881799
"Strelitzia reginae";"Carlton Gardens South";"Lavandula sp.";"Argyle Square";"Herbivory";12,8550459172866
"Strelitzia reginae";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Herbivory";23,5555555555556
"Strelitzia reginae";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";9,63259491857002
"Strelitzia reginae";"Carlton Gardens South";"Lomandra longifolia";"Princes Park";"Herbivory";14,3196381443684
"Strelitzia reginae";"Carlton Gardens South";"Lomandra longifolia";"Royal Park";"Herbivory";51,8703241000336
"Strelitzia reginae";"Carlton Gardens South";"Lomandra longifolia";"Westgate Park";"Herbivory";6,18794661881799
"Strelitzia reginae";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Herbivory";14,3196381443684
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca armillaris";"Royal Park";"Herbivory";34,5802160666891
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca lanceolata";"Westgate Park";"Herbivory";6,18794661881799
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca nesophila";"Westgate Park";"Herbivory";3,09397330940899
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca styphelioides";"Princes Park";"Herbivory";21,4794572165526
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca viminalis";"Royal Park";"Herbivory";20,7481296400135
"Strelitzia reginae";"Carlton Gardens South";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";4,81629745928501
"Strelitzia reginae";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Herbivory";8,57003061152439
"Strelitzia reginae";"Carlton Gardens South";"Miscanthus sinensis";"Lincoln Square";"Herbivory";4,12003040384783
"Strelitzia reginae";"Carlton Gardens South";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";11,0387255858902
"Strelitzia reginae";"Carlton Gardens South";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";49,6742651365058
"Strelitzia reginae";"Carlton Gardens South";"Nerium oleander";"Princes Park";"Herbivory";10,7397286082763
"Strelitzia reginae";"Carlton Gardens South";"Olea europaea";"Women's Peace Gardens";"Herbivory";9,63259491857002
"Strelitzia reginae";"Carlton Gardens South";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";25,9351620500168
"Strelitzia reginae";"Carlton Gardens South";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";33,1161767576705
"Strelitzia reginae";"Carlton Gardens South";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";35,3333333333333
"Strelitzia reginae";"Carlton Gardens South";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";49,6742651365058
"Strelitzia reginae";"Carlton Gardens South";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";1,33197861762177
"Strelitzia reginae";"Carlton Gardens South";"Plectranthus argentatus";"Argyle Square";"Herbivory";25,7100918345732
"Strelitzia reginae";"Carlton Gardens South";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";70,6666666666667
"Strelitzia reginae";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";33,1161767576705
"Strelitzia reginae";"Carlton Gardens South";"Poa labillardierei";"Princes Park";"Herbivory";4,77321271478948
"Strelitzia reginae";"Carlton Gardens South";"Poa labillardierei";"Royal Park";"Herbivory";58,752794288064
"Strelitzia reginae";"Carlton Gardens South";"Poa labillardierei";"Westgate Park";"Herbivory";1,76798474823371
"Strelitzia reginae";"Carlton Gardens South";"Pyrus calleryana";"Argyle Square";"Herbivory";25,7100918345732
"Strelitzia reginae";"Carlton Gardens South";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";49,6742651365058
"Strelitzia reginae";"Carlton Gardens South";"Quercus robur";"Carlton Gardens South";"Herbivory";23,5555555555556
"Strelitzia reginae";"Carlton Gardens South";"Rhagodia parabolica";"Princes Park";"Herbivory";14,3196381443684
"Strelitzia reginae";"Carlton Gardens South";"Rhagodia parabolica";"Royal Park";"Herbivory";16,7025800904639
"Strelitzia reginae";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Herbivory";6,42752295864329
"Strelitzia reginae";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";1,926518983714
"Strelitzia reginae";"Carlton Gardens South";"Rytidosperma sp.";"Royal Park";"Herbivory";44,9207078613884
"Strelitzia reginae";"Carlton Gardens South";"Rytidosperma sp.";"Westgate Park";"Herbivory";3,09397330940899
"Strelitzia reginae";"Carlton Gardens South";"Salvia leucantha";"Argyle Square";"Herbivory";12,4265443867104
"Strelitzia reginae";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Herbivory";35,3333333333333
"Strelitzia reginae";"Carlton Gardens South";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";1,08605335626082
"Strelitzia reginae";"Carlton Gardens South";"Schinus molle";"Pleasance Gardens";"Herbivory";1,207363047695
"Strelitzia reginae";"Carlton Gardens South";"Schinus molle";"Women's Peace Gardens";"Herbivory";4,81629745928501
"Strelitzia reginae";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Herbivory";11,7777777777778
"Strelitzia reginae";"Carlton Gardens South";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";27,5555555555556
"Strelitzia reginae";"Carlton Gardens South";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";49,6742651365058
"Strelitzia reginae";"Carlton Gardens South";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";35,3333333333333
"Strelitzia reginae";"Carlton Gardens South";"Themeda triandra";"Royal Park";"Herbivory";44,9207078613884
"Strelitzia reginae";"Carlton Gardens South";"Themeda triandra";"Westgate Park";"Herbivory";4,12529774587866
"Strelitzia reginae";"Carlton Gardens South";"Tilia cordata";"Lincoln Square";"Herbivory";6,18004560577175
"Strelitzia reginae";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";6,18004560577175
"Strelitzia reginae";"Carlton Gardens South";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";23,81369319527
"Strelitzia reginae";"Carlton Gardens South";"Ulmus procera";"Argyle Square";"Herbivory";8,57003061152439
"Strelitzia reginae";"Carlton Gardens South";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";33,1161767576705
"Strelitzia reginae";"Carlton Gardens South";"Ulmus procera";"Murchinson Square";"Herbivory";1,86293746028186
"Strelitzia reginae";"Carlton Gardens South";"Ulmus procera";"Princes Park";"Herbivory";21,4794572165526
"Strelitzia reginae";"Carlton Gardens South";"Ulmus procera";"University Square";"Herbivory";1,77186049119659
"Strelitzia reginae";"Carlton Gardens South";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";33,1161767576705
"Strelitzia reginae";"Carlton Gardens South";"Viburnum sp.";"State Library of Victoria";"Herbivory";7,93789773175665
"Strelitzia reginae";"Carlton Gardens South";"Westringia fruticosa";"State Library of Victoria";"Herbivory";7,93789773175665
"Strelitzia reginae";"Carlton Gardens South";"Westringia fruticosa";"Westgate Park";"Herbivory";12,375893237636
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";222
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia acinacea";"Royal Park";"Herbivory";29,9140984636088
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia acinacea";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";195,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia implexa";"Royal Park";"Herbivory";31,6990961085567
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia mearnsii";"Royal Park";"Herbivory";42,2654614780756
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia mearnsii";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia melanoxylon";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acacia verniciflua";"Royal Park";"Herbivory";63,3981922171134
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acanthus mollis";"Carlton Gardens South";"Herbivory";79,4788242184093
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";58,3571428571429
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";33,9958252027962
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";222
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Allocasuarina verticillata";"Royal Park";"Herbivory";31,6990961085567
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Aloysia citrodora";"Carlton Gardens South";"Herbivory";32,9092006529351
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Angophora costata";"Garrard Street Reserve";"Herbivory";2,52446039400396
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Argyranthemum sp.";"Carlton Gardens South";"Herbivory";49,3638009794026
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";124,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Artemisia arborescens";"Fitzroy-Treasury Gardens";"Herbivory";160
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Artemisia arborescens";"State Library of Victoria";"Herbivory";24,5290508766027
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";124,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Aucuba japonica";"Carlton Gardens South";"Herbivory";79,4788242184093
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Aucuba japonica";"Fitzroy-Treasury Gardens";"Herbivory";53,3333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Avena barbata";"Royal Park";"Herbivory";63,3981922171134
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Bursaria spinosa";"Royal Park";"Herbivory";31,3229471795447
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Bursaria spinosa";"Westgate Park";"Herbivory";3,18066076034541
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Buxus sp.";"Argyle Square";"Herbivory";34,3824425255131
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Buxus sp.";"Princes Park";"Herbivory";32,9755149340212
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Calodendrum capense ";"Royal Park";"Herbivory";126,796384434227
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";222
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Canna generalis";"Carlton Gardens South";"Herbivory";72,6486127621397
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Herbivory";160
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Canna indica";"Carlton Gardens South";"Herbivory";95,9334245448768
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Herbivory";71
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cassinia arcuata";"Royal Park";"Herbivory";25,3592768868454
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Celtis australis";"State Library of Victoria";"Herbivory";8,32235654741879
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cercis canadensis";"Fitzroy-Treasury Gardens";"Herbivory";160
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";302
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cistus sp.";"Women's Peace Gardens";"Herbivory";4,92819558147359
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";81,7333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Correa glabra";"Royal Park";"Herbivory";63,3981922171134
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Correa glabra";"Westgate Park";"Herbivory";6,18461814511607
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Correa reflexa";"Royal Park";"Herbivory";115,101572277672
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Corymbia maculata";"Royal Park";"Herbivory";83,4024761691152
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon01";"Argyle Square";"Herbivory";41,7501087809801
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon02";"Argyle Square";"Herbivory";9,00492542334866
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";72,6486127621397
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";122,012413741542
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon06";"Carlton Gardens South";"Herbivory";23,2848117827371
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";195,5
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon08";"Fitzroy-Treasury Gardens";"Herbivory";47,3333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon09";"Fitzroy-Treasury Gardens";"Herbivory";71
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";207,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";151
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";4,40461440693806
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";0,946672647751486
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon14";"Lincoln Square";"Herbivory";18,8511472468319
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon15";"Lincoln Square";"Herbivory";21,9930051213039
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon16";"Murchinson Square";"Herbivory";7,29474736146935
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";6,35765511569661
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon18";"Princes Park";"Herbivory";68,4876079398901
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon20";"Princes Park";"Herbivory";68,4876079398901
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon21";"Princes Park";"Herbivory";68,4876079398901
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon22";"Princes Park";"Herbivory";53,2681395088034
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon23";"Princes Park";"Herbivory";30,4389368621734
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon24";"Royal Park";"Herbivory";17,2344600201862
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon25";"Royal Park";"Herbivory";152,648074464506
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon26";"Royal Park";"Herbivory";25,8516900302792
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon28";"Royal Park";"Herbivory";126,796384434227
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon29";"Royal Park";"Herbivory";126,796384434227
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon30";"Royal Park";"Herbivory";25,8516900302792
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon31";"Royal Park";"Herbivory";178,499764494785
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon32";"Royal Park";"Herbivory";17,2344600201862
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";7,88433778176517
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon34";"University Square";"Herbivory";11,9638204179283
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon35";"University Square";"Herbivory";1,8693469403013
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon36";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon37";"Westgate Park";"Herbivory";0,883516877873725
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon38";"Westgate Park";"Herbivory";15,903303801727
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";14,0064505999776
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";7,00322529998879
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dianella sp.";"Princes Park";"Herbivory";30,4389368621734
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dianella sp.";"Westgate Park";"Herbivory";15,903303801727
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dichanthium sericeum";"Royal Park";"Herbivory";126,796384434227
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dietes sp.";"State Library of Victoria";"Herbivory";26,8651509600887
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dietes sp.";"Women's Peace Gardens";"Herbivory";7,43552315801278
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Dillwynia sp.";"Royal Park";"Herbivory";178,499764494785
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Duma florulenta";"Westgate Park";"Herbivory";16,7868206796008
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Echium candicans";"Carlton Gardens South";"Herbivory";24,6819004897013
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Echium candicans";"State Library of Victoria";"Herbivory";33,2894261896752
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Enchylaena tomentosa";"Princes Park";"Herbivory";27,9023587903256
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";80
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";42,2654614780756
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";26,6340697544017
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Euphorbia characias";"State Library of Victoria";"Herbivory";16,6447130948376
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";145,297225524279
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";195,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Lincoln Square";"Herbivory";17,2802183095959
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Princes Park";"Herbivory";48,1949833651078
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Royal Park";"Herbivory";63,3981922171134
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Fraxinus angustifolia";"Princes Park";"Herbivory";53,2681395088034
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Goodenia ovata";"Royal Park";"Herbivory";89,2498822473926
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Goodenia ovata";"Westgate Park";"Herbivory";3,18066076034541
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Hakea sp.";"Royal Park";"Herbivory";126,796384434227
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Hakea sp.";"Westgate Park";"Herbivory";5,30110126724235
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";207,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";63,6666666666667
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";103
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Iris albicans";"Carlton Gardens South";"Herbivory";72,6486127621397
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";95,9334245448768
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Royal Park";"Herbivory";63,3981922171134
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Argyle Square";"Herbivory";25,3775171021644
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Carlton Gardens South";"Herbivory";32,9092006529351
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";9,85639116294718
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lomandra longifolia";"Princes Park";"Herbivory";27,9023587903256
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lomandra longifolia";"Royal Park";"Herbivory";115,101572277672
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lomandra longifolia";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";71
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Princes Park";"Herbivory";17,7560465029345
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca armillaris";"Royal Park";"Herbivory";42,2654614780756
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca lanceolata";"Westgate Park";"Herbivory";7,95165190086352
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca nesophila";"Westgate Park";"Herbivory";3,97582595043176
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca styphelioides";"Princes Park";"Herbivory";26,6340697544017
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca viminalis";"Royal Park";"Herbivory";25,3592768868454
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";4,92819558147359
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Mentha pulegium";"Argyle Square";"Herbivory";28,9249119659078
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Miscanthus sinensis";"Lincoln Square";"Herbivory";5,23642979078664
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";31,9777777777778
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";222
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Nerium oleander";"Princes Park";"Herbivory";28,5365033082875
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Olea europaea";"Women's Peace Gardens";"Herbivory";9,85639116294718
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";31,6990961085567
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";100,666666666667
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";49,3638009794026
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";80
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";1,65173040260177
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Argyle Square";"Herbivory";32,7451833576315
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";98,7276019588053
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";124,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Poa labillardierei";"Princes Park";"Herbivory";16,064994455036
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Poa labillardierei";"Royal Park";"Herbivory";93,9688415386341
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Poa labillardierei";"Westgate Park";"Herbivory";2,27190054310386
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Pyrus calleryana";"Argyle Square";"Herbivory";32,7451833576315
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";222
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Quercus robur";"Carlton Gardens South";"Herbivory";79,4788242184093
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rhagodia parabolica";"Princes Park";"Herbivory";48,1949833651078
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rhagodia parabolica";"Royal Park";"Herbivory";15,7367033755747
